stop_no,stop_name,line_con,Point,boundary
50829,Northbound Fraser St @ E 45 Ave,008; N8,"[-123.090556, 49.229442]",Sunset
50830,Northbound Fraser St @ E 43 Ave,008; N8,"[-123.0905, 49.231265]",Sunset
50831,Northbound Fraser St @ E 41 Ave,008; N8,"[-123.090406, 49.233627]",Kensington-Cedar Cottage
50832,Northbound Fraser St @ E 39 Ave,008; N8,"[-123.090364, 49.235102]",Kensington-Cedar Cottage
50833,Northbound Fraser St @ E 37 Ave,008; N8,"[-123.090324, 49.236772]",Kensington-Cedar Cottage
50834,Northbound Fraser St @ E 35 Ave,008; N8,"[-123.090274, 49.23862]",Kensington-Cedar Cottage
50835,Northbound Fraser St @ E 33 Ave,008; N8,"[-123.09022, 49.240627]",Kensington-Cedar Cottage
50838,Northbound Fraser St @ E 28 Ave,008; N8,"[-123.090107, 49.245869]",Kensington-Cedar Cottage
50840,Northbound Fraser St @ E King Edward Ave,008; N8,"[-123.089998, 49.248973]",Kensington-Cedar Cottage
50841,Northbound Fraser St @ E 22 Ave,008; N8,"[-123.089924, 49.251282]",Kensington-Cedar Cottage
50843,Northbound Fraser St @ E 17 Ave,008; N8,"[-123.089737, 49.255774]",Kensington-Cedar Cottage
50844,Northbound Fraser St @ E 14 Ave,008; N8,"[-123.089096, 49.258292]",Mount Pleasant
50845,Northbound Fraser St @ E 12 Ave,008; N8,"[-123.089055, 49.260077]",Mount Pleasant
50846,Northbound Fraser St @ E 10 Ave,008; N8,"[-123.08903, 49.261837]",Mount Pleasant
50848,Westbound E Broadway @ St. George St,008; 009; N8; N9,"[-123.093535, 49.262598]",Mount Pleasant
50849,Westbound E Broadway @ Prince Edward St,008; 009; N8; N9,"[-123.096513, 49.262835]",Mount Pleasant
50850,Westbound E Broadway @ Scotia St,008; 009; 099; N8; N9,"[-123.098697, 49.262926]",Mount Pleasant
50852,Westbound W Hastings St @ Richards St,003; 008; 014; 016; N20,"[-123.112367, 49.284435]",Downtown
50853,Southbound Granville St @ W 41 Ave,010; 041; N10,"[-123.139775, 49.233799]",Kerrisdale
50854,Southbound Granville St @ W 43 Ave,010; N10,"[-123.139799, 49.232098]",Kerrisdale
50855,Southbound Granville St @ W 47 Ave,010; N10,"[-123.139921, 49.228469]",Kerrisdale
50856,Southbound Granville St @ W 49 Ave,010; 049; N10,"[-123.139991, 49.226415]",Kerrisdale
50857,Southbound Granville St @ W 52 Ave,010; N10,"[-123.140097, 49.223822]",Kerrisdale
50858,Southbound Granville St @ W 54 Ave,010; N10,"[-123.140195, 49.221382]",Kerrisdale
50859,Southbound Granville St @ W 57 Ave,010; N10,"[-123.140294, 49.218967]",Marpole
50860,Southbound Granville St @ W 59 Ave,010; N10,"[-123.140361, 49.217067]",Marpole
50861,Southbound Granville St @ W 61 Ave,010; N10,"[-123.140408, 49.215526]",Marpole
50862,Southbound Granville St @ W 63 Ave,010; N10,"[-123.140485, 49.213531]",Marpole
50863,Southbound Granville St @ W 65 Ave,010; N10,"[-123.140547, 49.211828]",Marpole
50864,Southbound Granville St @ W 68 Ave,010; N10,"[-123.140672, 49.209597]",Marpole
50865,Southbound Granville St @ W 70 Ave,010; N10,"[-123.140711, 49.20811]",Marpole
50866,Southbound Granville St @ SW Marine Dr,010; N10,"[-123.140764, 49.205733]",Marpole
50871,Eastbound W Broadway @ Fir St,009; N17,"[-123.140516, 49.263525]",Fairview
50873,Eastbound W Broadway @ Willow St,009; N9,"[-123.121293, 49.26323]",Fairview
50878,Eastbound E Broadway @ Ontario St,009; N9,"[-123.104471, 49.262911]",Mount Pleasant
50880,Eastbound E Broadway @ Kingsway St,009; N9,"[-123.099816, 49.262778]",Mount Pleasant
50883,Eastbound E Broadway @ St. Catherines St,009; N9,"[-123.084744, 49.262351]",Mount Pleasant
50884,Eastbound E Broadway @ Glen Dr,009; N9,"[-123.080869, 49.262322]",Mount Pleasant
50885,Eastbound E Broadway @ Clark Dr,009; N9,"[-123.076797, 49.262269]",Kensington-Cedar Cottage
50886,Eastbound E Broadway @ Woodland Dr,009; N9,"[-123.073194, 49.262258]",Kensington-Cedar Cottage
50888,Eastbound E Broadway @ Victoria Dr,009; N9,"[-123.065398, 49.262171]",Kensington-Cedar Cottage
50889,Eastbound E Broadway @ Lakewood Dr,009; N9,"[-123.061609, 49.262171]",Kensington-Cedar Cottage
50890,Eastbound E Broadway @ Garden Dr,009; N9,"[-123.057623, 49.26213]",Kensington-Cedar Cottage
50891,Eastbound E Broadway @ Nanaimo St,009; 099; N9,"[-123.055558, 49.261889]",Renfrew-Collingwood
50892,Eastbound E Broadway @ Penticton St,009; 027; 099; N9,"[-123.051333, 49.261916]",Renfrew-Collingwood
50893,Eastbound E Broadway @ Slocan St,009; 027; N9,"[-123.049151, 49.261917]",Renfrew-Collingwood
50894,Eastbound E Broadway @ Kaslo St,009; 027; N9,"[-123.046541, 49.261906]",Renfrew-Collingwood
50895,Eastbound E Broadway @ Renfrew St,009; 027; 099; N9,"[-123.043749, 49.261812]",Renfrew-Collingwood
50897,Eastbound E Broadway @ Nootka St,009; 027; N9,"[-123.039755, 49.261793]",Renfrew-Collingwood
50898,Eastbound E Broadway @ Lillooet St,009; 027; N9,"[-123.037407, 49.261818]",Renfrew-Collingwood
50899,Eastbound E Broadway @ Rupert St,009; 099; N9,"[-123.033192, 49.261781]",Renfrew-Collingwood
50900,Eastbound Lougheed Hwy @ Skeena St,009; N9,"[-123.027828, 49.263759]",Renfrew-Collingwood
50901,Lougheed Hwy @ Boundary Loop,009,"[-123.024843, 49.265467]",Hastings-Sunrise
50902,Westbound Lougheed Hwy @ Skeena St,009; N9,"[-123.028889, 49.263328]",Hastings-Sunrise
50903,Westbound E Broadway @ Cassiar St,009; N9,"[-123.031548, 49.262053]",Hastings-Sunrise
50904,Westbound E Broadway @ Rupert St,009; 099; N9,"[-123.034312, 49.262009]",Hastings-Sunrise
50905,Westbound E Broadway @ Windermere St,009; N9,"[-123.037125, 49.261989]",Hastings-Sunrise
50907,Westbound E Broadway @ Renfrew St,009; 099; N9,"[-123.044962, 49.262097]",Hastings-Sunrise
50908,Westbound E Broadway @ Slocan St,009; N9,"[-123.050045, 49.262111]",Hastings-Sunrise
50909,Westbound E Broadway @ Penticton St,009; 099; N9,"[-123.051889, 49.262111]",Hastings-Sunrise
50910,Westbound E Broadway @ Kamloops St,009; N9,"[-123.055187, 49.262127]",Hastings-Sunrise
50911,Westbound E Broadway @ Lakewood Dr,009; N9,"[-123.062394, 49.262356]",Grandview-Woodland
50912,Westbound E Broadway @ Semlin Dr,009; N9,"[-123.064374, 49.262384]",Grandview-Woodland
50913,Commercial-Broadway Station @ Bay 5,099,"[-123.06875, 49.262416]",Grandview-Woodland
50914,Westbound E Broadway @ Woodland Dr,009; N9,"[-123.074067, 49.262447]",Grandview-Woodland
50915,Westbound E Broadway @ McLean Dr,009; N9,"[-123.07607, 49.262487]",Grandview-Woodland
50916,Westbound E Broadway @ Clark Dr,009; 099; N9,"[-123.078554, 49.262499]",Mount Pleasant
50917,Westbound E Broadway @ Glen Dr,009; N9,"[-123.080761, 49.262497]",Mount Pleasant
50918,Westbound E Broadway @ Windsor St,009; N9,"[-123.083724, 49.262532]",Mount Pleasant
50919,Westbound E Broadway @ Prince Albert St,009; N9,"[-123.087643, 49.262579]",Mount Pleasant
50920,Westbound W Broadway @ Ontario St,009; N9,"[-123.105291, 49.263101]",Mount Pleasant
50921,Westbound W Broadway @ Columbia St,009; N9,"[-123.109868, 49.263212]",Mount Pleasant
50924,Westbound W Broadway @ Ash St,009; N9,"[-123.118098, 49.26336]",Fairview
50925,Westbound W Broadway @ Heather St,009; N9,"[-123.120227, 49.263401]",Fairview
50926,Westbound W Broadway @ Willow St,009; N9,"[-123.122318, 49.263433]",Fairview
50927,Westbound W 10 Ave @ Fir St,009,"[-123.14034, 49.262724]",Fairview
50930,Eastbound W Hastings St @ Seymour St,014; 016; 020; N20; N35,"[-123.112551, 49.284334]",Downtown
50931,Eastbound W Hastings St @ Homer St,014; 016; 020; N20; N35,"[-123.110546, 49.283054]",Downtown
50932,Eastbound W Hastings St @ Abbott St,014; 016; 020; N20; N35,"[-123.10758, 49.281983]",Downtown
50934,Eastbound E Hastings St @ Main St,014; 016; 020; N20; N35,"[-123.099034, 49.281225]",Strathcona
50935,Eastbound E Hastings St @ Gore Ave,014; 016; 020; N20; N35,"[-123.096763, 49.281207]",Strathcona
50936,Eastbound E Hastings St @ Jackson Ave,014; 016; 020; N20; N35,"[-123.092955, 49.281112]",Strathcona
50937,Eastbound E Hastings St @ Princess Ave,014; 016; 020; N20; N35,"[-123.090971, 49.281081]",Strathcona
50938,Eastbound E Hastings St @ Hawks Ave,014; 016; 020; N20; N35,"[-123.086654, 49.281005]",Strathcona
50939,Eastbound E Hastings St @ Campbell Ave,014; 016; 020; N20; N35,"[-123.084231, 49.280957]",Strathcona
50940,Eastbound E Hastings St @ Glen Dr,014; 016; 020; N20; N35,"[-123.08086, 49.280904]",Strathcona
50941,Eastbound E Hastings St @ Clark Dr,014; 016; 020; N20; N35,"[-123.076457, 49.281195]",Grandview-Woodland
50943,Eastbound E Hastings St @ Commercial Dr,014; 016; N35,"[-123.069698, 49.28111]",Grandview-Woodland
50944,Eastbound E Hastings St @ Victoria Dr,014; 016; N35,"[-123.064979, 49.28108]",Grandview-Woodland
50945,Eastbound E Hastings St @ Lakewood Dr,014; 016; N35,"[-123.061265, 49.281063]",Grandview-Woodland
50946,Eastbound E Hastings St @ Templeton Dr,014; 016; N35,"[-123.059289, 49.281098]",Grandview-Woodland
50947,Eastbound E Hastings St @ Nanaimo St,007; 014; 016; N35; R5,"[-123.055828, 49.281059]",Hastings-Sunrise
50948,Eastbound E Hastings St @ Kamloops St,014; 016; N35,"[-123.054098, 49.281035]",Hastings-Sunrise
50949,Eastbound E Hastings St @ Slocan St,014; 016; N35,"[-123.048668, 49.281041]",Hastings-Sunrise
50950,Eastbound E Hastings St @ Kaslo St,014; 016; N35,"[-123.046243, 49.281035]",Hastings-Sunrise
50951,Eastbound E Hastings St @ Renfrew St,014; N35; R5,"[-123.043299, 49.281012]",Hastings-Sunrise
50952,Eastbound E Hastings St @ Lillooet St,014; N35,"[-123.038301, 49.281041]",Hastings-Sunrise
50953,Eastbound E Hastings St @ Windermere St,014; N35,"[-123.035464, 49.281027]",Hastings-Sunrise
50954,Eastbound E Hastings St @ Cassiar St,014; 028; 130; N35,"[-123.029969, 49.281014]",Hastings-Sunrise
50955,Kootenay Loop @ Bay 5,014; R5,"[-123.026363, 49.281385]",Hastings-Sunrise
50956,Westbound E Hastings St @ Skeena St,014; 028; 130; N35,"[-123.028984, 49.281215]",Hastings-Sunrise
50957,Westbound E Hastings St @ Cassiar St,014; N35,"[-123.032823, 49.281267]",Hastings-Sunrise
50958,Westbound E Hastings St @ Windermere St,014; N35,"[-123.036936, 49.281219]",Hastings-Sunrise
50959,Westbound E Hastings St @ Renfrew St,N35; R5,"[-123.044631, 49.281229]",Hastings-Sunrise
50960,Westbound E Hastings St @ Kaslo St,014; 016; N35,"[-123.047423, 49.281226]",Hastings-Sunrise
50961,Westbound E Hastings St @ Penticton St,014; 016; N35,"[-123.052402, 49.281228]",Hastings-Sunrise
50963,Commercial-Broadway Station @ Bay 2,020; N20,"[-123.069913, 49.261929]",Kensington-Cedar Cottage
50967,Southbound Victoria Diversion @ Commercial St,020; N20,"[-123.067594, 49.253864]",Kensington-Cedar Cottage
50968,Southbound Victoria Dr @ Victoria Diversion,020; N20,"[-123.066107, 49.252727]",Kensington-Cedar Cottage
50970,Southbound Victoria Dr @ E 22 Ave,020; N20,"[-123.065127, 49.249893]",Kensington-Cedar Cottage
50971,Southbound Victoria Dr @ E 26 Ave,020; N20,"[-123.065204, 49.247318]",Kensington-Cedar Cottage
50972,Eastbound W Georgia St @ Denman St,019; 240; 241; 246; 247; 250; 253; 254; 257; N24,"[-123.133397, 49.292217]",West End
50973,Eastbound W Georgia St @ Broughton St,240; 241; 246; 247; 250; 253; 254; N24,"[-123.127919, 49.288694]",West End
50974,Eastbound W Georgia St @ Bute St,240; 241; 246; 247; 250; 253; 254; N24,"[-123.124885, 49.286717]",West End
50976,Eastbound W Georgia St @ Granville St,240; 241; 246; 247; 250; 253; 254; 257; N15; N19; N20; N22; N24; N35; N8,"[-123.118529, 49.28264]",Downtown
50978,Westbound W Hastings St @ Granville St,R5,"[-123.113584, 49.285242]",Downtown
50981,Oakridge-41st Ave Station @ Bay 1,015; N15,"[-123.116479, 49.233099]",Oakridge
50983,Southbound Cambie St @ W 45 Ave,015; N15,"[-123.116588, 49.229514]",Oakridge
50985,Langara-49th Station @ Bay 4,015; N15,"[-123.116731, 49.225846]",Oakridge
50986,Southbound Cambie St @ W 54 Ave,015; N15,"[-123.116906, 49.221502]",Oakridge
50987,Southbound Cambie St @ W 57 Ave,015; N15,"[-123.117011, 49.218787]",Marpole
50988,Southbound Cambie St @ W 59 Ave,015; N15,"[-123.117102, 49.216483]",Marpole
50990,Southbound Cambie St @ W 62 Ave,015; N15,"[-123.117204, 49.213825]",Marpole
50992,Northbound Cambie St @ W 64 Ave,015; N15,"[-123.116832, 49.212634]",Marpole
50994,Northbound Cambie St @ W 61 Ave,015; N15,"[-123.116683, 49.215412]",Marpole
50995,Northbound Cambie St @ W 59 Ave,015; N15,"[-123.116608, 49.217289]",Marpole
50996,Northbound Cambie St @ W 57 Ave,015; N15,"[-123.116528, 49.219328]",Oakridge
50997,Northbound Cambie St @ W 54 Ave,015; N15,"[-123.116425, 49.22204]",Oakridge
50999,Langara-49th Station @ Bay 1,015; N15,"[-123.116241, 49.226473]",Oakridge
51003,Northbound Cambie St @ W 42 Ave,015; N15,"[-123.115999, 49.232875]",Oakridge
51004,Northbound Seymour St @ Davie St,004; 007; 010; 014; 016; 050; N10; N17; N9,"[-123.124629, 49.276811]",Downtown
51006,Northbound Seymour St @ Nelson St,004; 007; 010; 014; 016; 050; N10; N17; N9,"[-123.121579, 49.278835]",Downtown
51008,Southbound Granville St @ W 45 Ave,010; N10,"[-123.139857, 49.230342]",Kerrisdale
51010,Westbound W 64 Ave @ Adera St,016,"[-123.144003, 49.213261]",Marpole
51011,Northbound Angus Dr @ W 64 Ave,016,"[-123.148376, 49.21358]",Marpole
51012,Northbound Angus Dr @ W 61 Ave,016,"[-123.148305, 49.215648]",Marpole
51013,Northbound West Blvd @ W 60 Ave,016,"[-123.14921, 49.217447]",Kerrisdale
51014,Northbound West Blvd @ W 57 Ave,016,"[-123.150612, 49.219817]",Kerrisdale
51015,Northbound West Blvd @ W 54 Ave,016,"[-123.151884, 49.221951]",Kerrisdale
51016,Northbound West Blvd @ W 51 Ave,016,"[-123.15354, 49.224765]",Kerrisdale
51017,Northbound Arbutus St @ W 51 Ave,016,"[-123.155125, 49.225393]",Kerrisdale
51018,Northbound West Blvd @ W 49 Ave,016,"[-123.155196, 49.227498]",Kerrisdale
51019,Northbound West Blvd @ W 46 Ave,016,"[-123.155632, 49.230145]",Kerrisdale
51020,Northbound West Blvd @ W 45 Ave,016,"[-123.155603, 49.231163]",Kerrisdale
51021,Northbound West Blvd @ W 43 Ave,016,"[-123.155537, 49.232961]",Kerrisdale
51022,Northbound West Blvd @ W 41 Ave,016,"[-123.155429, 49.2349]",Arbutus-Ridge
51023,Northbound West Blvd @ W 39 Ave,016,"[-123.155392, 49.236779]",Arbutus-Ridge
51024,Northbound West Blvd @ W 37 Ave,016,"[-123.155335, 49.238609]",Arbutus-Ridge
51026,Northbound Arbutus St @ Quilchena Cres,016,"[-123.153894, 49.241393]",Arbutus-Ridge
51027,Northbound Arbutus St @ W 33 Ave,016,"[-123.153359, 49.242436]",Arbutus-Ridge
51028,Northbound Arbutus St @ Valley Dr,016,"[-123.153186, 49.245478]",Arbutus-Ridge
51029,Northbound Arbutus St @ Nanton Ave,016,"[-123.153085, 49.247961]",Arbutus-Ridge
51030,Northbound Arbutus St @ W King Edward Ave,016,"[-123.152909, 49.251937]",Arbutus-Ridge
51032,Northbound Arbutus St @ W 20 Ave,016,"[-123.15286, 49.254791]",Arbutus-Ridge
51034,Northbound Arbutus St @ W 15 Ave,016,"[-123.152972, 49.258543]",Kitsilano
51037,Southbound Renfrew St @ E Hastings St,016,"[-123.044219, 49.280776]",Hastings-Sunrise
51038,Southbound Renfrew St @ E Georgia St,016,"[-123.044227, 49.277967]",Hastings-Sunrise
51039,Southbound Renfrew St @ Venables St,016,"[-123.044245, 49.276141]",Hastings-Sunrise
51040,Southbound Renfrew St @ William St,016,"[-123.044287, 49.273888]",Hastings-Sunrise
51041,Southbound Renfrew St @ Kitchener St,016,"[-123.04431, 49.271997]",Hastings-Sunrise
51042,Southbound Renfrew St @ E 1st Ave,016,"[-123.044397, 49.269159]",Hastings-Sunrise
51043,Southbound Renfrew St @ E 4th Ave,016,"[-123.044405, 49.266425]",Hastings-Sunrise
51044,Southbound Renfrew St @ E 5th Ave,016,"[-123.044419, 49.265468]",Hastings-Sunrise
51045,Southbound Renfrew St @ E 8th Ave,016,"[-123.044459, 49.262644]",Hastings-Sunrise
51046,Southbound Renfrew St @ E Broadway,016,"[-123.04446, 49.261461]",Renfrew-Collingwood
51048,Southbound Renfrew St @ Grandview Hwy,016,"[-123.044471, 49.257863]",Renfrew-Collingwood
51049,Southbound Renfrew St @ E 15 Ave,016,"[-123.044447, 49.255993]",Renfrew-Collingwood
51050,Southbound Renfrew St @ E 17 Ave,016,"[-123.044433, 49.254177]",Renfrew-Collingwood
51051,Southbound Renfrew St @ E 20 Ave,016,"[-123.044456, 49.252041]",Renfrew-Collingwood
51052,Southbound Boyd Diversion @ E 22 Ave,016,"[-123.044011, 49.250326]",Renfrew-Collingwood
51053,Southbound Nootka St @ E 25 Ave,016,"[-123.041717, 49.247621]",Renfrew-Collingwood
51054,Southbound Nootka St @ E 27 Ave,016,"[-123.041725, 49.245935]",Renfrew-Collingwood
51055,Westbound E 29 Ave @ Nootka St,016; 026,"[-123.042759, 49.244625]",Renfrew-Collingwood
51056,29th Avenue Station @ Bay 3,016,"[-123.044757, 49.244134]",Renfrew-Collingwood
51057,Southbound Earles St @ E 29 Ave,016; 026,"[-123.042637, 49.244188]",Renfrew-Collingwood
51058,Southbound Earles St @ Vanness Ave,016; 026,"[-123.043935, 49.242853]",Renfrew-Collingwood
51059,Southbound Earles St @ Euclid Ave,016; 026,"[-123.045765, 49.240939]",Renfrew-Collingwood
51060,Southbound Earles St @ Horley St,026,"[-123.047123, 49.239532]",Renfrew-Collingwood
51061,Northbound Earles St @ Kingsway,016; 026,"[-123.048391, 49.238002]",Renfrew-Collingwood
51062,Westbound Kingsway @ Earles St,016; 019; N19,"[-123.049127, 49.237873]",Renfrew-Collingwood
51065,Southbound Clarendon St @ E 38 Ave,029,"[-123.05558, 49.235635]",Renfrew-Collingwood
51066,Southbound Clarendon St @ E 40 Ave,029,"[-123.055616, 49.233499]",Renfrew-Collingwood
51067,Westbound E 41 Ave @ Clarendon St,041; R4,"[-123.055955, 49.232902]",Renfrew-Collingwood
51068,Westbound E 41 Ave @ Nanaimo St,041,"[-123.059252, 49.232926]",Kensington-Cedar Cottage
51069,Westbound E 41 Ave @ Gladstone St,041,"[-123.062675, 49.232961]",Kensington-Cedar Cottage
51070,Eastbound E 41 Ave @ Victoria Dr,041,"[-123.065972, 49.232565]",Victoria-Fraserview
51071,Eastbound Kingsway @ Wales St,019; N19,"[-123.051416, 49.238656]",Renfrew-Collingwood
51072,Northbound Earles St @ Horley St,016; 026,"[-123.046457, 49.23999]",Renfrew-Collingwood
51073,Northbound Earles St @ Euclid Ave,016; 026,"[-123.045131, 49.241376]",Renfrew-Collingwood
51074,Northbound Earles St @ Kings Ave,016; 026,"[-123.043266, 49.243327]",Renfrew-Collingwood
51075,Northbound Nootka St @ E 26 Ave,016,"[-123.041531, 49.247362]",Renfrew-Collingwood
51076,Northbound Boyd Diversion @ Nootka St,016,"[-123.042078, 49.249584]",Renfrew-Collingwood
51077,Northbound Boyd Diversion @ E 22 Ave,016,"[-123.043622, 49.250252]",Renfrew-Collingwood
51078,Northbound Renfrew St @ E 21 Ave,016,"[-123.044204, 49.251833]",Renfrew-Collingwood
51079,Northbound Renfrew St @ E 17 Ave,016,"[-123.044228, 49.254646]",Renfrew-Collingwood
51080,Northbound Renfrew St @ E 16 Ave,016,"[-123.044185, 49.255753]",Renfrew-Collingwood
51081,Northbound Renfrew St @ Grandview Hwy,016,"[-123.044132, 49.257532]",Renfrew-Collingwood
51082,Renfrew Station @ Bay 3,016,"[-123.0441, 49.259529]",Renfrew-Collingwood
51083,Northbound Renfrew St @ E Broadway,016,"[-123.044105, 49.262253]",Hastings-Sunrise
51084,Northbound Renfrew St @ E 7th Ave,016,"[-123.04414, 49.264174]",Hastings-Sunrise
51085,Northbound Renfrew St @ E 5th Ave,016,"[-123.044136, 49.266066]",Hastings-Sunrise
51086,Northbound Renfrew St @ E 3rd Ave,016,"[-123.044107, 49.26794]",Hastings-Sunrise
51087,Northbound Renfrew St @ E 1st Ave,016,"[-123.044037, 49.269832]",Hastings-Sunrise
51088,Northbound Renfrew St @ Grant St,016,"[-123.044039, 49.271682]",Hastings-Sunrise
51089,Northbound Renfrew St @ Charles St,016,"[-123.044011, 49.273636]",Hastings-Sunrise
51090,Northbound Renfrew St @ Venables St,016,"[-123.043972, 49.276287]",Hastings-Sunrise
51091,Northbound Renfrew St @ E Georgia St,016,"[-123.043931, 49.278605]",Hastings-Sunrise
51092,Northbound Renfrew St @ E Pender St,016,"[-123.043939, 49.280484]",Hastings-Sunrise
51094,Southbound Arbutus St @ W 12 Ave,016,"[-123.153185, 49.260673]",Kitsilano
51095,Southbound Arbutus St @ W 14 Ave,016,"[-123.153203, 49.258823]",Kitsilano
51096,Southbound Arbutus St @ W 16 Ave,016,"[-123.153045, 49.256894]",Arbutus-Ridge
51097,Southbound Arbutus St @ W 19 Ave,016,"[-123.153065, 49.255057]",Arbutus-Ridge
51098,Southbound Arbutus St @ W 21 Ave,016,"[-123.153131, 49.253174]",Arbutus-Ridge
51099,Southbound Arbutus St @ W King Edward Ave,016,"[-123.153214, 49.251137]",Arbutus-Ridge
51102,Southbound Arbutus St @ Valley Dr,016,"[-123.153466, 49.244919]",Arbutus-Ridge
51103,Southbound Arbutus St @ W 32 Ave,016,"[-123.15359, 49.242695]",Arbutus-Ridge
51104,Southbound Arbutus St @ W 35 Ave,016,"[-123.155467, 49.239992]",Arbutus-Ridge
51105,Southbound West Blvd @ W 37 Ave,016,"[-123.155552, 49.23803]",Arbutus-Ridge
51106,Southbound West Blvd @ W 39 Ave,016,"[-123.155609, 49.236097]",Arbutus-Ridge
51107,Southbound West Blvd @ W 41 Ave,016,"[-123.155677, 49.234303]",Kerrisdale
51108,Southbound West Blvd @ W 43 Ave,016,"[-123.155746, 49.232443]",Kerrisdale
51111,Southbound Arbutus St @ W 49 Ave,016,"[-123.155273, 49.226773]",Kerrisdale
51112,Eastbound W 51 Ave @ Arbutus St,016,"[-123.154675, 49.224918]",Kerrisdale
51113,Southbound West Blvd @ W 53 Ave,016,"[-123.1524, 49.222481]",Kerrisdale
51114,Southbound West Blvd @ W 57 Ave,016,"[-123.150433, 49.219164]",Kerrisdale
51115,Southbound West Blvd @ W 60 Ave,016,"[-123.149023, 49.216794]",Kerrisdale
51117,Southbound Angus Dr @ W 63 Ave,016,"[-123.148557, 49.2139]",Kerrisdale
51118,Eastbound W 64 Ave @ East Blvd,016,"[-123.146293, 49.213182]",Marpole
51119,Northbound Adera St @ W 64 Ave,016,"[-123.143433, 49.213522]",Marpole
51120,Marpole Loop @ Bay 2,010,"[-123.132871, 49.20325]",Marpole
51121,Eastbound E 41 Ave @ Victoria Dr,R4,"[-123.06505, 49.232713]",Victoria-Fraserview
51122,Eastbound E 41 Ave @ Gladstone St,041,"[-123.06167, 49.232817]",Victoria-Fraserview
51123,Eastbound E 41 Ave @ Nanaimo St,041,"[-123.058373, 49.232788]",Victoria-Fraserview
51124,Eastbound E 41 Ave @ Clarendon St,041; R4,"[-123.054813, 49.232754]",Victoria-Fraserview
51125,Eastbound E 41 Ave @ Wales St,041,"[-123.051214, 49.232722]",Victoria-Fraserview
51126,Eastbound E 41 Ave @ Earles St,041,"[-123.04831, 49.232715]",Killarney
51127,Eastbound E 41 Ave @ Killarney St,041,"[-123.045427, 49.232892]",Renfrew-Collingwood
51128,Eastbound E 41 Ave @ Rupert St,041; R4,"[-123.042556, 49.23288]",Renfrew-Collingwood
51129,Eastbound E 41 Ave @ Kerr St,041,"[-123.039828, 49.232892]",Renfrew-Collingwood
51130,Eastbound E 41 Ave @ School Ave,041,"[-123.036985, 49.233197]",Renfrew-Collingwood
51133,Westbound Keefer St @ Columbia St,023,"[-123.102946, 49.279267]",Downtown
51134,Eastbound Kingsway @ E Broadway,019; N19,"[-123.099412, 49.262551]",Mount Pleasant
51135,Eastbound Kingsway @ E 12 Ave,019; N19,"[-123.097102, 49.260192]",Mount Pleasant
51136,Eastbound Kingsway @ E 13 Ave,019; N19,"[-123.095429, 49.258948]",Mount Pleasant
51137,Eastbound Kingsway @ Carolina St,019; N19,"[-123.092371, 49.257418]",Mount Pleasant
51138,Eastbound Kingsway @ Fraser St,019; N19,"[-123.089018, 49.256214]",Kensington-Cedar Cottage
51139,Eastbound Kingsway @ St. Catherines St,019; N19,"[-123.085052, 49.254367]",Kensington-Cedar Cottage
51140,Eastbound Kingsway @ Glen Dr,019; N19,"[-123.081356, 49.252628]",Kensington-Cedar Cottage
51141,Eastbound Kingsway @ Clark Dr,019; N19,"[-123.077633, 49.250834]",Kensington-Cedar Cottage
51142,Eastbound Kingsway @ Knight St,019; N19,"[-123.075484, 49.249736]",Kensington-Cedar Cottage
51143,Eastbound Kingsway @ Dumfries St,019; N19,"[-123.072988, 49.24866]",Kensington-Cedar Cottage
51144,Eastbound Kingsway @ Perry St,019; 025; N19,"[-123.070924, 49.247719]",Kensington-Cedar Cottage
51145,Eastbound Kingsway @ Miller St,019; 025; N19,"[-123.06866, 49.246687]",Kensington-Cedar Cottage
51147,Eastbound Kingsway @ Earles St,019; 026; N19,"[-123.048397, 49.23728]",Renfrew-Collingwood
51148,Eastbound Kingsway @ Killarney St,019; 026; N19,"[-123.045333, 49.236159]",Renfrew-Collingwood
51149,Eastbound Kingsway @ Rupert St,019; N19,"[-123.041963, 49.235786]",Renfrew-Collingwood
51150,Eastbound Kingsway @ McKinnon St,019; N19,"[-123.037515, 49.234792]",Renfrew-Collingwood
51151,Eastbound Kingsway @ Joyce St,019; 027; N19,"[-123.03553, 49.233834]",Killarney
51152,Eastbound Kingsway @ Wessex St,019; N19,"[-123.033767, 49.232943]",Killarney
51153,Eastbound Kingsway @ Tyne St,019; N19,"[-123.031656, 49.231987]",Killarney
51154,Eastbound Kingsway @ Melbourne St,019; N19,"[-123.028846, 49.231961]",Killarney
51155,Eastbound Kingsway @ Lincoln St,019; N19,"[-123.026055, 49.232088]",Killarney
51172,Westbound Kingsway @ Boundary Rd,019; 027; N19,"[-123.024096, 49.232402]",Renfrew-Collingwood
51173,Westbound Kingsway @ Lincoln St,019; N19,"[-123.026273, 49.232284]",Renfrew-Collingwood
51174,Westbound Kingsway @ Melbourne St,019; 027; N19,"[-123.029643, 49.232118]",Renfrew-Collingwood
51176,Westbound Kingsway @ Wessex St,019; 027; N19,"[-123.033761, 49.233186]",Renfrew-Collingwood
51177,Westbound Kingsway @ Joyce St,019; N19,"[-123.036193, 49.234462]",Renfrew-Collingwood
51178,Southbound Joyce St @ Kingsway,R4,"[-123.036343, 49.233838]",Renfrew-Collingwood
51179,Westbound E 41 Ave @ School Ave,041,"[-123.03794, 49.233084]",Renfrew-Collingwood
